# x, y
-3.000000000000000000e+00 1.399996519088745117e+00
2.000000000000000000e+00 8.999989032745361328e-01
-3.000000000000000000e+00 1.399996519088745117e+00
2.000000000000000000e+00 8.999989032745361328e-01
-5.000000000000000000e-01 -2.187514305114746094e-02
-1.750000000000000000e+00 -8.124015331268310547e-01
7.500000000000000000e-01 6.221678256988525391e-01
-2.375000000000000000e+00 4.613944053649902344e+00
1.250000000000000000e-01 2.546621561050415039e+00
-1.125000000000000000e+00 -2.672769784927368164e+00
1.375000000000000000e+00 -4.300638198852539062e+00
-2.687500000000000000e+00 5.446238517761230469e+00
-1.875000000000000000e-01 1.619679212570190430e+00
-1.437500000000000000e+00 -2.444287538528442383e+00
1.062500000000000000e+00 -1.944985628128051758e+00
-2.062500000000000000e+00 1.886929750442504883e+00
4.375000000000000000e-01 2.258058547973632812e+00
-8.125000000000000000e-01 -1.686889886856079102e+00
1.687500000000000000e+00 -4.396512031555175781e+00
-2.843750000000000000e+00 4.265780448913574219e+00
-3.437500000000000000e-01 8.473953008651733398e-01
-1.593750000000000000e+00 -1.797173261642456055e+00
9.062500000000000000e-01 -5.972964763641357422e-01
-2.218750000000000000e+00 3.344340562820434570e+00
2.812500000000000000e-01 2.573262691497802734e+00
-9.687500000000000000e-01 -2.304191350936889648e+00
1.531250000000000000e+00 -4.799325942993164062e+00
-2.531250000000000000e+00 5.426444053649902344e+00
-3.125000000000000000e-02 2.210337400436401367e+00
-1.281250000000000000e+00 -2.732347726821899414e+00
1.218750000000000000e+00 -3.253947973251342773e+00
-1.906250000000000000e+00 4.502251148223876953e-01
5.937500000000000000e-01 1.597461581230163574e+00
-6.562500000000000000e-01 -8.971893787384033203e-01
1.843750000000000000e+00 -2.665339231491088867e+00
-2.921875000000000000e+00 3.077052354812622070e+00
-4.218750000000000000e-01 4.192817211151123047e-01
-1.671875000000000000e+00 -1.344223737716674805e+00
8.281250000000000000e-01 3.684067726135253906e-02
-2.296875000000000000e+00 4.017962455749511719e+00
